10072,552.96,281.3,1453,842.43,417.19,499.83,2097,4802.9,661,1032.1,12930,357.85,53.62,148.39,721.22,36.61,12075,2081,19304
16972,823.77,446.4,2217.7,742.32,530.47,991.66,2890,6454.6,746,1107.8,19141,562.02,87.45,275.16,1163.4,65.28,16689,2652,24770
8524,572.11,276.4,1290.8,822.73,273.12,445.1,2338,2845.2,357,651.59,10731,366.89,51.33,136.58,442.43,33.22,7551,1030,15279
6587,638.48,451.8,4558.5,950.87,1427.2,318.54,2593,11438,1605,2645.7,11029,1153.1,205.32,424.96,3103.8,552.35,42732,15736,54716
4627,470.07,389.1,3618.1,926.27,1165.8,224.15,5248,14447,574,570.69,7638,902.14,140.66,578.01,2443.2,707.72,79873,5653,57719
4372,364.77,280.9,2621.6,756.81,625.37,219.58,3869,8970.3,594,1050.2,8677,519.35,101.33,351.51,1413.3,290.28,39391,3755,52771
8488,647.81,694.3,5142.5,1466.3,2197.2,337.72,10444,28746,1476,1745,13090,1554.5,252.25,1189.9,3241,3056.9,1.3996e+05,16629,54865
3847,271.4,192,1500.7,420.2,326.55,176.49,2446,6105.7,381,370.91,7068,336.71,59.77,193.47,766.46,114.13,19235,2770,41251
8001,765.2,468.9,2886.5,712.49,647.99,548.86,4941,9890.1,946,4423.8,17915,809.13,116.39,301.79,1719.3,263.01,49924,5366,49170
6591,458.42,265.8,1783.7,601.91,356.54,369.08,2560,7198.5,763,2241.8,10320,490.95,74.18,173.63,973.97,101.73,18996,2821,37999
5787,506.35,284.4,1454.6,324.14,392.76,322.11,2531,7127.3,673,1751.2,9004,417.62,70.59,211.31,737.57,103.67,24177,1926,33404
11259,990.53,478.7,2685.9,698.34,597.63,712.55,2859,8882.3,390,881.66,16278,760.87,95.82,318.57,1312.5,83.27,18014,2416,20956
7615,510.99,249.2,1280.9,419.05,284.53,426.24,1388,3413.4,231,431.53,11506,383.22,58.96,115.97,575.49,80.02,6008,2638,16420
10072,546.81,280.4,1248,677.14,370.92,456.18,1941,3952.6,579,838.99,12804,294.94,47.76,134.78,633.24,42.38,9325,2997,16799
16972,822.4,447.7,1940.9,548.2,462.88,925.2,2816,5554.4,709,945.45,18807,535.47,82.53,225.31,1023.2,57.54,15456,2559,21054
8555,560.26,276.4,1025.6,517.48,244.74,415.98,2236,2248.3,333,526.66,10597,382.26,45.13,114.34,388.23,27.93,4380,903,12943
6587,632.42,457.75,2624,823.17,1850.9,244.75,3917,8609.5,1517,1643.3,10749,931.34,147.75,373.66,2288.7,456.01,19275,13393,43857
4627,466.56,382.34,2068,1045.1,1579.8,171.01,7988,12971,598,499.5,7628,767.18,132.47,550.64,1825.8,612.23,32690,3609,48313
4372,360.8,323.41,1420.5,915.7,841.67,174.08,6375,7396.1,564,735.49,8348,501.39,84.87,291.19,1054.4,222.78,15872,2423,43743
8488,637.66,589.12,2705.3,1514,2759.7,271.29,13538,24652,1454,1275.6,12296,1308.8,188.47,1024.1,2402,2740.8,77194,8027,44472
3847,270.71,182.14,749.35,374.77,381.5,122.72,3125,4190.4,374,321.19,6936,277.78,43.22,164.22,564.68,81.54,10406,1988,31902
8001,762.92,463.72,1281.4,739.52,713.36,463.31,7589,7383.2,890,2731.2,17474,592.89,82.96,249.7,1277.1,210.75,38707,2870,36784
6591,459.12,296.84,890.68,628.75,400.88,285.89,3847,5753.3,743,1553.4,10231,409.43,68.62,151.09,726.12,82.4,9980,2232,28076
5787,504.65,284.33,693.01,524.74,456.37,247.76,4012,4916.1,640,1264.1,8696,339.32,50.42,176.61,555.35,85.86,7890,1616,25114
11259,972.89,520.74,1647,621.75,646.83,514.73,3412,5113,364,535.72,16175,600.72,70.1,246.01,956.99,41.61,9927,2698,15432
7500,497.73,302.08,920.82,474.19,352.58,322.8,1648,1936.3,214,330.16,11223,306.68,44.27,83.52,430.68,50.72,2118,1724,12173
10072,538.74,326.5,841.22,640.84,449.86,349.46,2399,2439.1,624,571.88,11804,280.59,29.49,111.77,469.09,21.71,4921,1327,12191
16972,816.12,348.26,1055,581.34,494.52,759.21,3827,3938.3,668,649.44,18415,236.51,58.69,158.63,766.49,39.37,6016,1826,15536
8555,546.28,333.06,554.92,603.62,205.76,325.91,2471,1137.4,299,294.9,10332,296.87,30.91,72.69,289.38,12.2,885,628,8864
6582,629.77,407.7,2153.3,1186.9,1286.8,223.66,3520,6799.8,1409,1346.6,10509,801.04,142.1,337.05,1935.5,337.45,14220,12979,39625
4788,465.65,364.31,1704.1,1110.8,1062,152.7,7225,10842,581,437.6,7565,677.39,117.02,480.57,1542.7,439.18,23683,2951,43587
4385,359.82,304.04,1166.5,922.65,681.72,160.77,6493,5982.9,575,595.77,7479,424.61,82.03,255.41,891.54,150.75,12116,2317,39450
8488,633.29,550.03,2226,2346.1,2018.1,248.93,13720,20284,1428,1078.2,12004,1146.2,185.21,879.94,2026.8,2014.5,61336,7136,42202
3847,269.88,173.11,606.65,458.64,296.35,113.22,3064,3240.1,361,281.81,6732,231.01,37.08,144.92,475.74,60.37,8608,1851,27616
8001,762.66,460.52,1048.7,666.64,486.1,420.58,7387,6094.9,911,2183.2,15405,510.16,59.3,217.45,1080.2,162.68,21904,2767,31793
6634,458.8,286.13,723.61,514.74,310.09,256.42,3785,4459.7,824,1297.6,10060,347.01,56.93,129.16,612.59,54.34,7468,2357,24431
5797,503.98,283.81,564.2,408.44,343.84,223.36,3566,3769.5,604,1094.7,8206,300.63,39.12,155.43,467.36,58.2,6265,1472,21386
11258,957.61,501.17,1337.6,544.38,467.63,457.49,3108,3597.5,389,431.58,15761,516.58,59.18,202.44,805.99,23.02,6898,1691,13128
7500,490.64,290.26,745.59,514.46,232.32,284.16,1591,1314.3,231,269.96,10832,246.6,62.16,66.03,362.73,38.6,1752,1622,10114
10072,534.16,347.2,682.95,531.34,213.55,314.63,1746,1621.9,458,474.86,11220,170.12,28.56,95.82,394.75,21.4,3449,1198,10071
16972,812.37,342.01,856.98,502.74,311.89,693.8,3564,3090.4,622,542.57,17870,269.88,42.87,131.64,644.81,28.62,4366,1751,13286
8555,540.6,318.19,450.75,540.33,130.23,287.54,2058,793.2,271,230.37,10160,209.17,21.04,53.89,243.34,6.23,778,612,7114
