,0
764,1227.478345771134
765,1227.478345771134
766,1228.222063177824
767,1226.5859522208573
768,1220.5889502830803
769,1225.3962204121053
770,1219.895287271589
771,1219.895287271589
772,1219.895287271589
773,1233.4293616361917
774,1228.0733168907464
775,1228.3212180167436
776,1231.3461560674011
777,1228.3212180167436
778,1228.3212180167436
779,1228.3212180167436
780,1222.9675441212953
781,1212.6145612470807
782,1228.6683020390572
783,1229.610441353172
784,1229.7592156976461
785,1229.7592156976461
786,1229.7592156976461
787,1229.1145689576865
788,1227.478345771134
789,1221.7286417253315
790,1209.0997971698641
791,1203.3105462238193
792,1203.3105462238193
793,1203.3105462238193
794,1199.8979391269386
795,1201.0353438913824
796,1209.5452644526958
797,1219.994385995716
798,1219.2016803748907
799,1219.2016803748907
800,1219.2016803748907
801,1220.5889502830803
802,1223.6614035345615
803,1224.6031219877302
804,1221.233106018603
805,1220.9853451795877
806,1220.9853451795877
807,1220.9853451795877
808,1218.805341593176
809,1210.9312858067453
810,1223.8100937068464
811,1215.1894867166877
812,1227.825401736051
813,1227.825401736051
814,1227.825401736051
815,1237.7457115001978
816,1233.3797561593353
817,1239.9789259389042
818,1240.7234149239957
819,1242.7585862301291
820,1242.7585862301291
821,1242.7585862301291
822,1242.7089386671782
823,1243.1557246476411
824,1240.1774460472168
825,1232.8341239713134
826,1239.0855924658479
827,1239.0855924658479
828,1239.0855924658479
829,1243.7018338114024
830,1252.343161188811
831,1257.0635796472432
832,1255.473356562108
833,1255.473356562108
834,1255.473356562108
835,1255.473356562108
836,1265.2660753160717
837,1265.2660753160717
838,1265.2660753160717
839,1276.210227532685
840,1276.210227532685
841,1276.210227532685
842,1276.210227532685
843,1280.092389187217
844,1280.092389187217
845,1287.6107894167305
846,1277.1060160279276
847,1289.353967398405
848,1289.353967398405
849,1289.353967398405
850,1283.6270599871875
851,1285.7681760221722
852,1289.055128069222
853,1286.1167751438916
854,1289.901900292933
855,1289.901900292933
856,1289.901900292933
857,1291.5457270339132
858,1289.4535992130639
859,1287.8598128385843
860,1281.3866909123958
861,1276.7576413653792
862,1276.7576413653792
863,1276.7576413653792
864,1279.2959519326687
865,1277.0064964428545
866,1280.8888685278596
867,1291.04756796062
868,1299.2690725155176
869,1299.2690725155176
870,1299.2690725155176
871,1304.6527257390321
872,1307.794031841308
873,1320.3153183676304
874,1315.774635590613
875,1309.2402082532644
876,1309.2402082532644
877,1309.2402082532644
878,1311.28505936116
879,1309.4895823925735
880,1307.0959217324853
881,1311.9334657922388
882,1303.5060480050743
883,1303.5060480050743
884,1303.5060480050743
885,1307.0959217324853
886,1309.8885585695507
887,1308.542028000951
888,1313.629465261847
889,1322.5611726634206
890,1322.5611726634206
891,1322.5611726634206
892,1331.197982800007
893,1340.7884357832372
894,1328.3019404284657
895,1326.1052286624908
896,1328.1022138521075
897,1328.1022138521075
898,1328.1022138521075
899,1322.1119737468662
900,1319.9161037027836
901,1316.223666162789
902,1309.0407482221724
903,1282.5815291672945
904,1282.5815291672945
905,1282.5815291672945
906,1280.9884442277253
907,1283.0296057879925
908,1282.4819534674289
909,1293.8872289940716
910,1289.901900292933
911,1289.901900292933
912,1289.901900292933
913,1294.1861805528404
914,1304.0544578753413
915,1292.691520959884
916,1300.6148034483194
917,1302.7084183111788
918,1302.7084183111788
919,1302.7084183111788
920,1304.8022856906057
921,1300.8141933359207
922,1306.697001670301
923,1308.3924259632827
924,1316.6228106841445
925,1316.6228106841445
926,1316.6228106841445
927,1313.3800490364433
928,1306.796717657149
929,1292.292965643853
930,1292.5420732378961
931,1290.6490547306837
932,1290.6490547306837
933,1290.6490547306837
934,1287.461369752139
935,1287.6107894167305
936,1280.341300379485
937,1285.618784414977
938,1297.1260766349733
939,1297.1260766349733
940,1297.1260766349733
941,1300.1163778297605
942,1302.5588723883034
943,1295.930116084218
944,1291.446067161858
945,1282.830454388261
946,1282.830454388261
947,1282.830454388261
948,1273.572916442156
949,1273.0753606028857
950,1272.9261092826725
951,1266.7579572267832
952,1266.7579572267832
953,1266.7579572267832
954,1266.7579572267832
955,1266.7579572267832
956,1268.8966182395816
957,1278.0018606379629
958,1281.3866909123958
959,1276.7078675441444
960,1276.7078675441444
961,1276.7078675441444
962,1279.495075275004
963,1280.9884442277253
964,1268.2002617180349
965,1275.762347313762
966,1278.4000231504442
967,1278.4000231504442
968,1278.4000231504442
969,1278.4000231504442
970,1282.3823637388648
971,1283.278531008959
972,1284.27434412241
973,1292.7413508959116
974,1292.7413508959116
975,1292.7413508959116
976,1295.531476595998
977,1296.2290957003834
978,1288.8559065259994
979,1278.0018606379629
980,1274.0704863101246
981,1274.0704863101246
982,1274.0704863101246
983,1268.3992167159915
984,1271.0355878837408
985,1280.8390806779266
986,1279.694184588641
987,1275.513534322381
988,1275.513534322381
989,1275.513534322381
990,1275.513534322381
991,1278.8480015702546
992,1278.151182101667
993,1292.691520959884
994,1314.1781977921726
995,1314.1781977921726
996,1314.1781977921726
997,1321.3134602449836
998,1332.096871637553
999,1332.5463370993734
1000,1337.690969362855
1001,1325.6559455737472
1002,1325.6559455737472
1003,1325.6559455737472
1004,1321.363346295804
1005,1329.4003734692933
1006,1332.9458603955807
1007,1348.2846566408873
1008,1338.340399888903
1009,1338.340399888903
1010,1338.340399888903
1011,1338.3903420545162
1012,1341.0882150352002
1013,1376.5485835477712
1014,1394.229484987259
1015,1402.8004303857685
1016,1402.8004303857685
1017,1402.8004303857685
1018,1428.5865805581213
1019,1401.045833043754
1020,1399.5921232208611
1021,1406.1095758333804
1022,1387.165137603879
1023,1387.165137603879
1024,1387.165137603879
1025,1388.1169006049633
1026,1410.6229447349906
1027,1412.0273015975954
1028,1385.7124939620496
1029,1397.1862575933337
1030,1397.1862575933337
1031,1397.1862575933337
1032,1388.6178373605014
1033,1405.4075797751548
1034,1410.8737217441203
1035,1404.7056398317218
1036,1409.5195595636965
1037,1409.5195595636965
1038,1409.5195595636965
1039,1406.9620156511664
1040,1407.4634854972364
1041,1414.5855469450355
1042,1436.921647424996
1043,1424.922228471935
1044,1424.922228471935
1045,1424.922228471935
1046,1422.713999144733
1047,1424.1192257866264
1048,1413.2311603054404
1049,1417.545490036905
1050,1416.190906995535
1051,1416.190906995535
1052,1416.190906995535
1053,1423.06527774781
1054,1424.7214778006078
1055,1403.903422753513
1056,1438.9808358624578
1057,1462.6011233761908
1058,1462.6011233761908
1059,1462.6011233761908
1060,1462.6011233761908
1061,1503.6705301776528
1062,1493.2957467064261
1063,1495.2595399960876
1064,1502.310504001379
1065,1502.310504001379
1066,1502.310504001379
1067,1495.9645662531257
1068,1510.9253311678767
1069,1513.3439909681679
1070,1512.9408903539181
1071,1494.151777870953
1072,1494.151777870953
